section,sample_id,taxon,date,label,rel_abund,level,temp[C]
81RABR,19_R43_11_15_21_16S,Cyanobacteria,2021_11_15,R43_11_15_21,10.0720789074355,Phylum,10.0
81RABR,19_R43_11_15_21_16S,Epsilonbacteraeota,2021_11_15,R43_11_15_21,0.341426403641882,Phylum,10.0
81RABR,19_R43_11_15_21_16S,Firmicutes,2021_11_15,R43_11_15_21,0.758725341426404,Phylum,10.0
81RABR,19_R43_11_15_21_16S,Gemmatimonadetes,2021_11_15,R43_11_15_21,0.0569044006069803,Phylum,10.0
81RABR,19_R43_11_15_21_16S,Patescibacteria,2021_11_15,R43_11_15_21,0.265553869499241,Phylum,10.0
81RABR,19_R43_11_15_21_16S,Planctomycetes,2021_11_15,R43_11_15_21,0.0569044006069803,Phylum,10.0
81RABR,19_R43_11_15_21_16S,Proteobacteria,2021_11_15,R43_11_15_21,38.2207890743551,Phylum,10.0
81RABR,19_R43_11_15_21_16S,Spirochaetes,2021_11_15,R43_11_15_21,0.0379362670713202,Phylum,10.0
81RABR,19_R43_11_15_21_16S,Unclassified,2021_11_15,R43_11_15_21,0.379362670713202,Phylum,10.0
81RABR,19_R43_11_15_21_16S,Unclassified Bacteria,2021_11_15,R43_11_15_21,0.0758725341426404,Phylum,10.0
81RABR,19_R43_11_15_21_16S,Unclassified Eukaryota,2021_11_15,R43_11_15_21,41.1798179059181,Phylum,10.0
81RABR,19_R43_11_15_21_16S,Verrucomicrobia,2021_11_15,R43_11_15_21,0.0569044006069803,Phylum,10.0
81RABR,20_R58_10_28_21_16S,Actinobacteria,2021_10_28,R58_10_28_21,0.513573000733676,Phylum,20.0
81RABR,20_R58_10_28_21_16S,Bacteroidetes,2021_10_28,R58_10_28_21,1.30227439471753,Phylum,20.0
81RABR,20_R58_10_28_21_16S,Chloroflexi,2021_10_28,R58_10_28_21,0.715333822450477,Phylum,20.0
81RABR,20_R58_10_28_21_16S,Cyanobacteria,2021_10_28,R58_10_28_21,11.5553925165077,Phylum,20.0
81RABR,20_R58_10_28_21_16S,Epsilonbacteraeota,2021_10_28,R58_10_28_21,0.99046221570066,Phylum,20.0
81RABR,20_R58_10_28_21_16S,Firmicutes,2021_10_28,R58_10_28_21,1.79750550256787,Phylum,20.0
81RABR,20_R58_10_28_21_16S,Patescibacteria,2021_10_28,R58_10_28_21,0.0733675715333822,Phylum,20.0
81RABR,20_R58_10_28_21_16S,Proteobacteria,2021_10_28,R58_10_28_21,53.5216434336023,Phylum,20.0
81RABR,20_R58_10_28_21_16S,Unclassified,2021_10_28,R58_10_28_21,0.256786500366838,Phylum,20.0
81RABR,20_R58_10_28_21_16S,Unclassified Bacteria,2021_10_28,R58_10_28_21,0.476889214966985,Phylum,20.0
81RABR,20_R58_10_28_21_16S,Unclassified Eukaryota,2021_10_28,R58_10_28_21,28.6133528980191,Phylum,20.0
81RABR,20_R58_10_28_21_16S,Verrucomicrobia,2021_10_28,R58_10_28_21,0.0366837857666911,Phylum,20.0
81RABR,20_R58_10_28_21_16S,WPS-2,2021_10_28,R58_10_28_21,0.146735143066764,Phylum,20.0
81RABR,21_R72_11_15_21_16S,Actinobacteria,2021_11_15,R72_11_15_21,5.15029003339779,Phylum,10.0
81RABR,21_R72_11_15_21_16S,Bacteroidetes,2021_11_15,R72_11_15_21,2.16206714712603,Phylum,10.0
81RABR,21_R72_11_15_21_16S,Chloroflexi,2021_11_15,R72_11_15_21,0.175777816839515,Phylum,10.0
81RABR,21_R72_11_15_21_16S,Cyanobacteria,2021_11_15,R72_11_15_21,15.1168922481983,Phylum,10.0
81RABR,21_R72_11_15_21_16S,Epsilonbacteraeota,2021_11_15,R72_11_15_21,0.105466690103709,Phylum,10.0
81RABR,21_R72_11_15_21_16S,Euryarchaeota,2021_11_15,R72_11_15_21,0.0527333450518545,Phylum,10.0
81RABR,21_R72_11_15_21_16S,Firmicutes,2021_11_15,R72_11_15_21,2.24995605554579,Phylum,10.0
81RABR,21_R72_11_15_21_16S,Proteobacteria,2021_11_15,R72_11_15_21,33.6262963613992,Phylum,10.0
81RABR,21_R72_11_15_21_16S,Spirochaetes,2021_11_15,R72_11_15_21,0.0527333450518545,Phylum,10.0
81RABR,21_R72_11_15_21_16S,Unclassified Bacteria,2021_11_15,R72_11_15_21,0.158200035155563,Phylum,10.0
81RABR,21_R72_11_15_21_16S,Unclassified Eukaryota,2021_11_15,R72_11_15_21,41.0792757953946,Phylum,10.0
81RABR,21_R72_11_15_21_16S,WPS-2,2021_11_15,R72_11_15_21,0.0703111267358059,Phylum,10.0
CVWRF,1_CVWRF_PR_6_22_22_16S,Actinobacteria,2022_6_22,CVWRF_PR_6_22_22,0.233154581487526,Phylum,
CVWRF,1_CVWRF_PR_6_22_22_16S,Bacteroidetes,2022_6_22,CVWRF_PR_6_22_22,6.66822103054325,Phylum,
CVWRF,1_CVWRF_PR_6_22_22_16S,Chloroflexi,2022_6_22,CVWRF_PR_6_22_22,0.0699463744462579,Phylum,
CVWRF,1_CVWRF_PR_6_22_22_16S,Cyanobacteria,2022_6_22,CVWRF_PR_6_22_22,0.699463744462579,Phylum,
CVWRF,1_CVWRF_PR_6_22_22_16S,Epsilonbacteraeota,2022_6_22,CVWRF_PR_6_22_22,34.2037771042201,Phylum,
CVWRF,1_CVWRF_PR_6_22_22_16S,Euryarchaeota,2022_6_22,CVWRF_PR_6_22_22,0.0699463744462579,Phylum,
CVWRF,1_CVWRF_PR_6_22_22_16S,Firmicutes,2022_6_22,CVWRF_PR_6_22_22,3.24084868267661,Phylum,
CVWRF,1_CVWRF_PR_6_22_22_16S,Proteobacteria,2022_6_22,CVWRF_PR_6_22_22,27.3723478666356,Phylum,
CVWRF,1_CVWRF_PR_6_22_22_16S,Synergistetes,2022_6_22,CVWRF_PR_6_22_22,0.0466309162975052,Phylum,
CVWRF,1_CVWRF_PR_6_22_22_16S,Tenericutes,2022_6_22,CVWRF_PR_6_22_22,0.326416414082537,Phylum,
CVWRF,1_CVWRF_PR_6_22_22_16S,Unclassified,2022_6_22,CVWRF_PR_6_22_22,1.09582653299137,Phylum,
CVWRF,1_CVWRF_PR_6_22_22_16S,Unclassified Eukaryota,2022_6_22,CVWRF_PR_6_22_22,25.9734203777104,Phylum,
CVWRF,4_CVWRF_PSR_2_22_22_16S,Bacteroidetes,2022_2_22,CVWRF_PSR_2_22_22,11.138014527845,Phylum,
CVWRF,4_CVWRF_PSR_2_22_22_16S,Cyanobacteria,2022_2_22,CVWRF_PSR_2_22_22,0.0880475456746643,Phylum,
CVWRF,4_CVWRF_PSR_2_22_22_16S,Epsilonbacteraeota,2022_2_22,CVWRF_PSR_2_22_22,35.1089588377724,Phylum,
CVWRF,4_CVWRF_PSR_2_22_22_16S,Fibrobacteres,2022_2_22,CVWRF_PSR_2_22_22,11.3581333920317,Phylum,
CVWRF,4_CVWRF_PSR_2_22_22_16S,Firmicutes,2022_2_22,CVWRF_PSR_2_22_22,3.43385428131191,Phylum,
CVWRF,4_CVWRF_PSR_2_22_22_16S,Patescibacteria,2022_2_22,CVWRF_PSR_2_22_22,0.0440237728373322,Phylum,
CVWRF,4_CVWRF_PSR_2_22_22_16S,Proteobacteria,2022_2_22,CVWRF_PSR_2_22_22,13.317191283293,Phylum,
CVWRF,4_CVWRF_PSR_2_22_22_16S,Spirochaetes,2022_2_22,CVWRF_PSR_2_22_22,1.49680827646929,Phylum,
CVWRF,4_CVWRF_PSR_2_22_22_16S,Tenericutes,2022_2_22,CVWRF_PSR_2_22_22,0.132071318511996,Phylum,
CVWRF,4_CVWRF_PSR_2_22_22_16S,Unclassified Bacteria,2022_2_22,CVWRF_PSR_2_22_22,0.0440237728373322,Phylum,
CVWRF,4_CVWRF_PSR_2_22_22_16S,Unclassified Eukaryota,2022_2_22,CVWRF_PSR_2_22_22,23.8388729914154,Phylum,
GHR,2_GHR_6_15_22_16S,Acidobacteria,2022_6_15,GHR_6_15_22,0.0690448791714614,Phylum,
GHR,2_GHR_6_15_22_16S,Actinobacteria,2022_6_15,GHR_6_15_22,0.598388952819332,Phylum,
GHR,2_GHR_6_15_22_16S,Bacteroidetes,2022_6_15,GHR_6_15_22,5.20138089758343,Phylum,
GHR,2_GHR_6_15_22_16S,Chloroflexi,2022_6_15,GHR_6_15_22,0.552359033371692,Phylum,
GHR,2_GHR_6_15_22_16S,Cyanobacteria,2022_6_15,GHR_6_15_22,5.79976985040276,Phylum,
GHR,2_GHR_6_15_22_16S,Deinococcus-Thermus,2022_6_15,GHR_6_15_22,0.644418872266974,Phylum,
GHR,2_GHR_6_15_22_16S,Dependentiae,2022_6_15,GHR_6_15_22,0.115074798619102,Phylum,
GHR,2_GHR_6_15_22_16S,Epsilonbacteraeota,2022_6_15,GHR_6_15_22,0.0690448791714614,Phylum,
GHR,2_GHR_6_15_22_16S,Firmicutes,2022_6_15,GHR_6_15_22,0.48331415420023,Phylum,
GHR,2_GHR_6_15_22_16S,Gemmatimonadetes,2022_6_15,GHR_6_15_22,3.06098964326812,Phylum,
GHR,2_GHR_6_15_22_16S,Planctomycetes,2022_6_15,GHR_6_15_22,0.161104718066743,Phylum,
GHR,2_GHR_6_15_22_16S,Proteobacteria,2022_6_15,GHR_6_15_22,37.5373993095512,Phylum,
GHR,2_GHR_6_15_22_16S,Unclassified,2022_6_15,GHR_6_15_22,2.73878020713464,Phylum,
GHR,2_GHR_6_15_22_16S,Unclassified Eukaryota,2022_6_15,GHR_6_15_22,42.9689298043728,Phylum,
GHR,6_GHR_5_1_22_16S,Actinobacteria,2022_5_01,GHR_5_1_22,1.01404056162247,Phylum,
GHR,6_GHR_5_1_22_16S,Bacteroidetes,2022_5_01,GHR_5_1_22,20.6448257930317,Phylum,
GHR,6_GHR_5_1_22_16S,Cyanobacteria,2022_5_01,GHR_5_1_22,4.94019760790432,Phylum,
GHR,6_GHR_5_1_22_16S,Firmicutes,2022_5_01,GHR_5_1_22,0.078003120124805,Phylum,
GHR,6_GHR_5_1_22_16S,Gemmatimonadetes,2022_5_01,GHR_5_1_22,0.234009360374415,Phylum,
GHR,6_GHR_5_1_22_16S,Planctomycetes,2022_5_01,GHR_5_1_22,0.078003120124805,Phylum,
GHR,6_GHR_5_1_22_16S,Proteobacteria,2022_5_01,GHR_5_1_22,43.603744149766,Phylum,
GHR,6_GHR_5_1_22_16S,Unclassified,2022_5_01,GHR_5_1_22,1.5600624024961,Phylum,
GHR,6_GHR_5_1_22_16S,Unclassified Eukaryota,2022_5_01,GHR_5_1_22,27.8471138845554,Phylum,
TF,TF_06_22_22,Acidobacteria,2021_06_22,TF_06_22_22,0.583090379008746,Phylum,
TF,TF_06_22_22,Actinobacteria,2021_06_22,TF_06_22_22,3.47611572101368,Phylum,
TF,TF_06_22_22,Bacteroidetes,2021_06_22,TF_06_22_22,9.03790087463557,Phylum,
TF,TF_06_22_22,Chloroflexi,2021_06_22,TF_06_22_22,5.24781341107872,Phylum,
TF,TF_06_22_22,Cyanobacteria,2021_06_22,TF_06_22_22,3.56582193316887,Phylum,
TF,TF_06_22_22,Firmicutes,2021_06_22,TF_06_22_22,0.0672796591163938,Phylum,
TF,TF_06_22_22,Gemmatimonadetes,2021_06_22,TF_06_22_22,0.807355909396726,Phylum,
TF,TF_06_22_22,Nitrospirae,2021_06_22,TF_06_22_22,7.35590939672572,Phylum,
TF,TF_06_22_22,Patescibacteria,2021_06_22,TF_06_22_22,0.156985871271586,Phylum,
TF,TF_06_22_22,Planctomycetes,2021_06_22,TF_06_22_22,0.134559318232788,Phylum,
TF,TF_06_22_22,Proteobacteria,2021_06_22,TF_06_22_22,23.9067055393586,Phylum,
TF,TF_06_22_22,Unclassified Eukaryota,2021_06_22,TF_06_22_22,45.615608880915,Phylum,
TF,TF_06_22_22,Verrucomicrobia,2021_06_22,TF_06_22_22,0.0448531060775959,Phylum,
TF,TF_05_25_22,Acidobacteria,2022_05_25,TF_05_25_22,0.675500129903871,Phylum,
TF,TF_05_25_22,Actinobacteria,2022_05_25,TF_05_25_22,2.85788516497792,Phylum,
TF,TF_05_25_22,Bacteroidetes,2022_05_25,TF_05_25_22,34.294621979735,Phylum,
TF,TF_05_25_22,Chloroflexi,2022_05_25,TF_05_25_22,0.181865419589504,Phylum,
TF,TF_05_25_22,Cyanobacteria,2022_05_25,TF_05_25_22,0.753442452585087,Phylum,
TF,TF_05_25_22,Dependentiae,2022_05_25,TF_05_25_22,0.0519615484541439,Phylum,
TF,TF_05_25_22,Epsilonbacteraeota,2022_05_25,TF_05_25_22,0.12990387113536,Phylum,
TF,TF_05_25_22,Firmicutes,2022_05_25,TF_05_25_22,0.519615484541439,Phylum,
TF,TF_05_25_22,Patescibacteria,2022_05_25,TF_05_25_22,0.233826968043648,Phylum,
TF,TF_05_25_22,Planctomycetes,2022_05_25,TF_05_25_22,0.233826968043648,Phylum,
TF,TF_05_25_22,Proteobacteria,2022_05_25,TF_05_25_22,25.8768511301637,Phylum,
TF,TF_05_25_22,Unclassified Bacteria,2022_05_25,TF_05_25_22,0.103923096908288,Phylum,
TF,TF_05_25_22,Unclassified Eukaryota,2022_05_25,TF_05_25_22,34.0867757859184,Phylum,
TF,TF_06_09_22,Acidobacteria,2022_06_09,TF_06_09_22,0.785957558291852,Phylum,
TF,TF_06_09_22,Actinobacteria,2022_06_09,TF_06_09_22,1.91249672517684,Phylum,
TF,TF_06_09_22,Bacteroidetes,2022_06_09,TF_06_09_22,13.6756615142782,Phylum,
TF,TF_06_09_22,Chloroflexi,2022_06_09,TF_06_09_22,0.602567461357087,Phylum,
TF,TF_06_09_22,Cyanobacteria,2022_06_09,TF_06_09_22,0.15719151165837,Phylum,
TF,TF_06_09_22,Deinococcus-Thermus,2022_06_09,TF_06_09_22,0.10479434110558,Phylum,
TF,TF_06_09_22,Dependentiae,2022_06_09,TF_06_09_22,0.0523971705527902,Phylum,
TF,TF_06_09_22,Firmicutes,2022_06_09,TF_06_09_22,5.81608593135971,Phylum,
TF,TF_06_09_22,Fusobacteria,2022_06_09,TF_06_09_22,0.183390096934766,Phylum,
TF,TF_06_09_22,Gemmatimonadetes,2022_06_09,TF_06_09_22,0.0785957558291852,Phylum,
TF,TF_06_09_22,Planctomycetes,2022_06_09,TF_06_09_22,0.183390096934766,Phylum,
TF,TF_06_09_22,Proteobacteria,2022_06_09,TF_06_09_22,38.1713387477076,Phylum,
TF,TF_06_09_22,Unclassified Eukaryota,2022_06_09,TF_06_09_22,38.2237359182604,Phylum,
TF,TF_06_09_22,Verrucomicrobia,2022_06_09,TF_06_09_22,0.0523971705527902,Phylum,
TF,TF_11_09_21,Acidobacteria,2021_11_09,TF_11_09_21,0.463678516228748,Phylum,
TF,TF_11_09_21,Actinobacteria,2021_11_09,TF_11_09_21,0.540958268933539,Phylum,
