section,sample_id,taxon,date,label,rel_abund,level,temp[C]
GHR,18S_GHR_6_15_22,Archaeplastida,2022_6_15,GHR_6_15_22,55.90287693855,Supergroup,
GHR,18S_GHR_6_15_22,Unclassified Eukaryota,2022_6_15,GHR_6_15_22,0.56061189267045,Supergroup,
GHR,18S_GHR_6_15_22,Obazoa,2022_6_15,GHR_6_15_22,4.36259110719297,Supergroup,
GHR,18S_GHR_6_15_22,TSAR,2022_6_15,GHR_6_15_22,39.1403950979053,Supergroup,
TF,TF_05_25_22,Archaeplastida,2022_05_25,18s,7.32291737065549,Supergroup,
TF,TF_05_25_22,Unclassified Eukaryota,2022_05_25,18s,0.758157566523104,Supergroup,
TF,TF_05_25_22,Obazoa,2022_05_25,18s,91.1005572519553,Supergroup,
TF,TF_05_25_22,TSAR,2022_05_25,18s,0.816524640120912,Supergroup,
TF,TF_05_25_22,Unclassified unknown,2022_05_25,18s,0.0018431707451939,Supergroup,
TF,TF_06_22_22,Amoebozoa,2021_06_22,18s,0.0015557543463887,Supergroup,
TF,TF_06_22_22,Archaeplastida,2021_06_22,18s,31.7498347011007,Supergroup,
TF,TF_06_22_22,Unclassified Eukaryota,2021_06_22,18s,0.37610361323947,Supergroup,
TF,TF_06_22_22,Obazoa,2021_06_22,18s,55.6042160942787,Supergroup,
TF,TF_06_22_22,TSAR,2021_06_22,18s,12.2620668196492,Supergroup,
TF,TF_06_22_22,Unclassified unknown,2021_06_22,18s,0.0062230173855548,Supergroup,
TF,TF_06_09_22,Amoebozoa,2022_06_09,18s,0.0010416666666666,Supergroup,
TF,TF_06_09_22,Archaeplastida,2022_06_09,18s,11.759375,Supergroup,
TF,TF_06_09_22,Unclassified Eukaryota,2022_06_09,18s,0.45,Supergroup,
TF,TF_06_09_22,Obazoa,2022_06_09,18s,86.9302083333333,Supergroup,
TF,TF_06_09_22,TSAR,2022_06_09,18s,0.859375,Supergroup,
control,C1_18S,Amoebozoa,,Control_1,0.0035593838706519,Supergroup,
control,C1_18S,Archaeplastida,,Control_1,98.5548901485153,Supergroup,
control,C1_18S,Unclassified Eukaryota,,Control_1,1.02243301684478,Supergroup,
control,C1_18S,Obazoa,,Control_1,0.295428861264115,Supergroup,
control,C1_18S,TSAR,,Control_1,0.123243666521325,Supergroup,
control,C1_18S,Unclassified unknown,,Control_1,0.0004449229838314,Supergroup,
control,C2_18S,Archaeplastida,,Control_2,98.8528542187855,Supergroup,
control,C2_18S,Unclassified Eukaryota,,Control_2,0.895155788037298,Supergroup,
control,C2_18S,Obazoa,,Control_2,0.158289743006595,Supergroup,
control,C2_18S,TSAR,,Control_2,0.07959972708665,Supergroup,
control,C2_18S,Unclassified unknown,,Control_2,0.0141005230839209,Supergroup,
pilot,P_10_05_23,Amoebozoa,2023_10_05,18s,0.301849485436025,Supergroup,
pilot,P_10_05_23,Archaeplastida,2023_10_05,18s,33.9990849858804,Supergroup,
pilot,P_10_05_23,Unclassified Eukaryota,2023_10_05,18s,2.65617029780028,Supergroup,
pilot,P_10_05_23,Excavata,2023_10_05,18s,0.0205089371637718,Supergroup,
pilot,P_10_05_23,Obazoa,2023_10_05,18s,24.5954743611992,Supergroup,
pilot,P_10_05_23,TSAR,2023_10_05,18s,38.4042995146218,Supergroup,
pilot,P_10_05_23,Unclassified unknown,2023_10_05,18s,0.0226124178985176,Supergroup,
pilot,P_11_02_23,Amoebozoa,2023_11_02,18s,0.220494201002514,Supergroup,
pilot,P_11_02_23,Archaeplastida,2023_11_02,18s,48.1022799100384,Supergroup,
pilot,P_11_02_23,Unclassified Eukaryota,2023_11_02,18s,0.688676887797851,Supergroup,
pilot,P_11_02_23,Obazoa,2023_11_02,18s,4.58848432286231,Supergroup,
pilot,P_11_02_23,TSAR,2023_11_02,18s,46.3912449102589,Supergroup,
pilot,P_11_02_23,Unclassified unknown,2023_11_02,18s,0.0088197680401005,Supergroup,
pilot,P_11_02_23_S2,Amoebozoa,2023_11_02,18s,5.20671547962429,Supergroup,
pilot,P_11_02_23_S2,Archaeplastida,2023_11_02,18s,50.1032961072899,Supergroup,
pilot,P_11_02_23_S2,Unclassified Eukaryota,2023_11_02,18s,5.62039296896186,Supergroup,
pilot,P_11_02_23_S2,Excavata,2023_11_02,18s,0.0157779256958312,Supergroup,
pilot,P_11_02_23_S2,Haptista,2023_11_02,18s,0.0004930601779947,Supergroup,
pilot,P_11_02_23_S2,Obazoa,2023_11_02,18s,2.85136700934349,Supergroup,
pilot,P_11_02_23_S2,TSAR,2023_11_02,18s,36.2019574489066,Supergroup,
pilot,P_10_19_23,Amoebozoa,2023_10_19,18s,3.11192384723616,Supergroup,
pilot,P_10_19_23,Archaeplastida,2023_10_19,18s,19.3406754570495,Supergroup,
pilot,P_10_19_23,Unclassified Eukaryota,2023_10_19,18s,1.39326192865949,Supergroup,
pilot,P_10_19_23,Haptista,2023_10_19,18s,0.0045830984495377,Supergroup,
pilot,P_10_19_23,Obazoa,2023_10_19,18s,3.28379003909383,Supergroup,
pilot,P_10_19_23,TSAR,2023_10_19,18s,72.861182531062,Supergroup,
pilot,P_10_19_23,Unclassified unknown,2023_10_19,18s,0.0045830984495377,Supergroup,
pilot,P_10_26_23,Amoebozoa,2023_10_26,18s,1.14947647606041,Supergroup,
pilot,P_10_26_23,Archaeplastida,2023_10_26,18s,39.4023514043109,Supergroup,
pilot,P_10_26_23,Unclassified Eukaryota,2023_10_26,18s,1.18807275894147,Supergroup,
pilot,P_10_26_23,Excavata,2023_10_26,18s,0.0034637689765057,Supergroup,
pilot,P_10_26_23,Obazoa,2023_10_26,18s,3.56322862854542,Supergroup,
pilot,P_10_26_23,TSAR,2023_10_26,18s,54.6854897769333,Supergroup,
pilot,P_10_26_23,Unclassified unknown,2023_10_26,18s,0.0079171862320131,Supergroup,
pilot,P_10_12_23,Amoebozoa,2023_10_12,18s,0.119318445610288,Supergroup,
pilot,P_10_12_23,Archaeplastida,2023_10_12,18s,38.6601049259483,Supergroup,
pilot,P_10_12_23,Unclassified Eukaryota,2023_10_12,18s,1.55438971168578,Supergroup,
pilot,P_10_12_23,Obazoa,2023_10_12,18s,9.59143878545894,Supergroup,
pilot,P_10_12_23,TSAR,2023_10_12,18s,50.072891034867,Supergroup,
pilot,P_10_12_23,Unclassified unknown,2023_10_12,18s,0.0018570964297321,Supergroup,
pilot,P_10_12_23_S2,Amoebozoa,2023_10_12,18s,2.92666756562388,Supergroup,
pilot,P_10_12_23_S2,Archaeplastida,2023_10_12,18s,15.5379135203164,Supergroup,
pilot,P_10_12_23_S2,Unclassified Eukaryota,2023_10_12,18s,2.30975818051061,Supergroup,
pilot,P_10_12_23_S2,Obazoa,2023_10_12,18s,8.40524991010428,Supergroup,
pilot,P_10_12_23_S2,TSAR,2023_10_12,18s,70.8192871269328,Supergroup,
pilot,P_10_12_23_S2,Unclassified unknown,2023_10_12,18s,0.001123696512046,Supergroup,
pilot,P_10_12_23_S3,Amoebozoa,2023_10_12,18s,0.0980075278122426,Supergroup,
pilot,P_10_12_23_S3,Archaeplastida,2023_10_12,18s,38.7647576051409,Supergroup,
pilot,P_10_12_23_S3,Unclassified Eukaryota,2023_10_12,18s,0.567887590231221,Supergroup,
pilot,P_10_12_23_S3,Obazoa,2023_10_12,18s,8.41370298158362,Supergroup,
pilot,P_10_12_23_S3,TSAR,2023_10_12,18s,52.155644295232,Supergroup,
81RABR,R46_11_05_21,Unclassified Archaeplastida,2021_11_05,18s,0.0015536756080697,Subdivision,20.0
81RABR,R46_11_05_21,Bigyra,2021_11_05,18s,0.0007768378040348,Subdivision,20.0
81RABR,R46_11_05_21,Cercozoa,2021_11_05,18s,0.059816510910687,Subdivision,20.0
81RABR,R46_11_05_21,Chlorophyta_X,2021_11_05,18s,52.7558321098138,Subdivision,20.0
81RABR,R46_11_05_21,Chrompodellids,2021_11_05,18s,0.0023305134121046,Subdivision,20.0
81RABR,R46_11_05_21,Ciliophora,2021_11_05,18s,0.367444281308506,Subdivision,20.0
81RABR,R46_11_05_21,Discosea_X,2021_11_05,18s,0.0046610268242093,Subdivision,20.0
81RABR,R46_11_05_21,Unclassified Eukaryota,2021_11_05,18s,0.67274153829422,Subdivision,20.0
81RABR,R46_11_05_21,Fungi,2021_11_05,18s,44.3931731493781,Subdivision,20.0
81RABR,R46_11_05_21,Gyrista,2021_11_05,18s,0.155367560806979,Subdivision,20.0
81RABR,R46_11_05_21,Ichthyosporea,2021_11_05,18s,0.0038841890201744,Subdivision,20.0
81RABR,R46_11_05_21,Metazoa,2021_11_05,18s,1.56455133732628,Subdivision,20.0
81RABR,R46_11_05_21,Unclassified Opisthokonta,2021_11_05,18s,0.0139830804726281,Subdivision,20.0
81RABR,R46_11_05_21,Perkinsea,2021_11_05,18s,0.0015536756080697,Subdivision,20.0
81RABR,R46_11_05_21,Unclassified TSAR,2021_11_05,18s,0.0007768378040348,Subdivision,20.0
81RABR,R46_11_05_21,Unclassified unknown,2021_11_05,18s,0.0015536756080697,Subdivision,20.0
81RABR,18S_60_11_1_21,Unclassified Archaeplastida,2021_11_01,R60_11_21,0.0039310493936356,Subdivision,
81RABR,18S_60_11_1_21,Cercozoa,2021_11_01,R60_11_21,0.23389743892132,Subdivision,
81RABR,18S_60_11_1_21,Chlorophyta_X,2021_11_01,R60_11_21,90.516343337854,Subdivision,
81RABR,18S_60_11_1_21,Chrompodellids,2021_11_01,R60_11_21,0.009827623484089,Subdivision,
81RABR,18S_60_11_1_21,Ciliophora,2021_11_01,R60_11_21,0.794071977514397,Subdivision,
81RABR,18S_60_11_1_21,Unclassified Eukaryota,2021_11_01,R60_11_21,3.57332389881479,Subdivision,
81RABR,18S_60_11_1_21,Fungi,2021_11_01,R60_11_21,1.83776559152466,Subdivision,
81RABR,18S_60_11_1_21,Gyrista,2021_11_01,R60_11_21,1.43090197928337,Subdivision,
81RABR,18S_60_11_1_21,Ichthyosporea,2021_11_01,R60_11_21,0.0432415433299919,Subdivision,
81RABR,18S_60_11_1_21,Metazoa,2021_11_01,R60_11_21,1.54293688700199,Subdivision,
81RABR,18S_60_11_1_21,Unclassified Obazoa,2021_11_01,R60_11_21,0.0019655246968178,Subdivision,
81RABR,18S_60_11_1_21,Unclassified Opisthokonta,2021_11_01,R60_11_21,0.0019655246968178,Subdivision,
81RABR,18S_60_11_1_21,Unclassified TSAR,2021_11_01,R60_11_21,0.0039310493936356,Subdivision,
81RABR,18S_60_11_1_21,Unclassified unknown,2021_11_01,R60_11_21,0.0058965740904534,Subdivision,
81RABR,R27_11_03_21,Unclassified Alveolata,2021_11_03,18s,0.0005016781132889,Subdivision,30.0
81RABR,R27_11_03_21,Cercozoa,2021_11_03,18s,0.0386292147232493,Subdivision,30.0
81RABR,R27_11_03_21,Chlorophyta_X,2021_11_03,18s,61.7962083168198,Subdivision,30.0
81RABR,R27_11_03_21,Chrompodellids,2021_11_03,18s,0.0030100686797337,Subdivision,30.0
81RABR,R27_11_03_21,Ciliophora,2021_11_03,18s,1.90838354295117,Subdivision,30.0
81RABR,R27_11_03_21,Discosea_X,2021_11_03,18s,0.0110369184923569,Subdivision,30.0
81RABR,R27_11_03_21,Unclassified Eukaryota,2021_11_03,18s,1.17693685377588,Subdivision,30.0
81RABR,R27_11_03_21,Evosea_X,2021_11_03,18s,0.0015050343398668,Subdivision,30.0
81RABR,R27_11_03_21,Fungi,2021_11_03,18s,34.6228133105237,Subdivision,30.0
81RABR,R27_11_03_21,Gyrista,2021_11_03,18s,0.104349047564102,Subdivision,30.0
81RABR,R27_11_03_21,Ichthyosporea,2021_11_03,18s,0.020568802644847,Subdivision,30.0
81RABR,R27_11_03_21,Metazoa,2021_11_03,18s,0.299501833633504,Subdivision,30.0
81RABR,R27_11_03_21,Unclassified Opisthokonta,2021_11_03,18s,0.0120402747189348,Subdivision,30.0
81RABR,R27_11_03_21,Preaxostyla,2021_11_03,18s,0.0005016781132889,Subdivision,30.0
81RABR,R27_11_03_21,Rotosphaerida,2021_11_03,18s,0.0005016781132889,Subdivision,30.0
81RABR,R27_11_03_21,Unclassified TSAR,2021_11_03,18s,0.0005016781132889,Subdivision,30.0
81RABR,R27_11_03_21,Unclassified unknown,2021_11_03,18s,0.0030100686797337,Subdivision,30.0
81RABR,R36_10_28_21,Unclassified Archaeplastida,2021_10_28,18s,0.001207758641513,Subdivision,20.0
81RABR,R36_10_28_21,Cercozoa,2021_10_28,18s,0.0102659484528612,Subdivision,20.0
81RABR,R36_10_28_21,Chlorophyta_X,2021_10_28,18s,59.4911712843305,Subdivision,20.0
81RABR,R36_10_28_21,Ciliophora,2021_10_28,18s,36.568516147733,Subdivision,20.0
81RABR,R36_10_28_21,Discoba_X,2021_10_28,18s,0.0018116379622696,Subdivision,20.0
81RABR,R36_10_28_21,Discosea_X,2021_10_28,18s,0.001207758641513,Subdivision,20.0
81RABR,R36_10_28_21,Unclassified Eukaryota,2021_10_28,18s,1.37805260996642,Subdivision,20.0
81RABR,R36_10_28_21,Fungi,2021_10_28,18s,2.13531727819513,Subdivision,20.0
81RABR,R36_10_28_21,Gyrista,2021_10_28,18s,0.0338172419623662,Subdivision,20.0
81RABR,R36_10_28_21,Ichthyosporea,2021_10_28,18s,0.0006038793207565,Subdivision,20.0
81RABR,R36_10_28_21,Metazoa,2021_10_28,18s,0.327302591850045,Subdivision,20.0
81RABR,R36_10_28_21,Unclassified Obazoa,2021_10_28,18s,0.0006038793207565,Subdivision,20.0
81RABR,R36_10_28_21,Unclassified Opisthokonta,2021_10_28,18s,0.0030193966037827,Subdivision,20.0
81RABR,R36_10_28_21,Unclassified TSAR,2021_10_28,18s,0.0471025870190101,Subdivision,20.0
81RABR,R43_11_15_21,Cercozoa,2021_11_15,18s,0.259149880413128,Subdivision,10.0
81RABR,R43_11_15_21,Chlorophyta_X,2021_11_15,18s,91.045291840558,Subdivision,10.0
81RABR,R43_11_15_21,Ciliophora,2021_11_15,18s,0.794726299933593,Subdivision,10.0
81RABR,R43_11_15_21,Discosea_X,2021_11_15,18s,0.000539895584194,Subdivision,10.0
81RABR,R43_11_15_21,Unclassified Eukaryota,2021_11_15,18s,0.943737481171142,Subdivision,10.0
81RABR,R43_11_15_21,Fungi,2021_11_15,18s,6.89068734106824,Subdivision,10.0
81RABR,R43_11_15_21,Gyrista,2021_11_15,18s,0.0421118555671333,Subdivision,10.0
81RABR,R43_11_15_21,Ichthyosporea,2021_11_15,18s,0.0032393735051641,Subdivision,10.0
81RABR,R43_11_15_21,Metazoa,2021_11_15,18s,0.0043191646735521,Subdivision,10.0
81RABR,R43_11_15_21,Unclassified Opisthokonta,2021_11_15,18s,0.000539895584194,Subdivision,10.0
81RABR,R43_11_15_21,Preaxostyla,2021_11_15,18s,0.001079791168388,Subdivision,10.0
81RABR,R43_11_15_21,Rotosphaerida,2021_11_15,18s,0.001619686752582,Subdivision,10.0
81RABR,R43_11_15_21,Unclassified TSAR,2021_11_15,18s,0.0032393735051641,Subdivision,10.0
81RABR,R43_11_15_21,Unclassified unknown,2021_11_15,18s,0.0097181205154923,Subdivision,10.0
81RABR,R45_10_18_21,Unclassified Archaeplastida,2021_10_18,18s,0.0007362469077629,Subdivision,20.0
81RABR,R45_10_18_21,Cercozoa,2021_10_18,18s,0.0080987159853928,Subdivision,20.0
81RABR,R45_10_18_21,Chlorophyta_X,2021_10_18,18s,78.3543409117682,Subdivision,20.0
81RABR,R45_10_18_21,Chrompodellids,2021_10_18,18s,0.0331311108493344,Subdivision,20.0
81RABR,R45_10_18_21,Ciliophora,2021_10_18,18s,14.0844033455059,Subdivision,20.0
81RABR,R45_10_18_21,Discosea_X,2021_10_18,18s,0.39683708328425,Subdivision,20.0
81RABR,R45_10_18_21,Unclassified Eukaryota,2021_10_18,18s,1.75889386264578,Subdivision,20.0
81RABR,R45_10_18_21,Fungi,2021_10_18,18s,4.8695370479444,Subdivision,20.0
81RABR,R45_10_18_21,Gyrista,2021_10_18,18s,0.123689480504182,Subdivision,20.0
81RABR,R45_10_18_21,Ichthyosporea,2021_10_18,18s,0.0132524443397338,Subdivision,20.0
81RABR,R45_10_18_21,Metazoa,2021_10_18,18s,0.213511603251266,Subdivision,20.0
81RABR,R45_10_18_21,Unclassified Obazoa,2021_10_18,18s,0.0007362469077629,Subdivision,20.0
81RABR,R45_10_18_21,Unclassified Opisthokonta,2021_10_18,18s,0.0169336788785487,Subdivision,20.0
81RABR,R45_10_18_21,Perkinsea,2021_10_18,18s,0.0279773824949935,Subdivision,20.0
81RABR,R45_10_18_21,Unclassified TSAR,2021_10_18,18s,0.0920308634703734,Subdivision,20.0
81RABR,R45_10_18_21,Unclassified unknown,2021_10_18,18s,0.0058899752621039,Subdivision,20.0
81RABR,R45_11_15_21,Unclassified Archaeplastida,2021_11_15,18s,0.002587974974282,Subdivision,20.0
81RABR,R45_11_15_21,Cercozoa,2021_11_15,18s,0.111282923894126,Subdivision,20.0
81RABR,R45_11_15_21,Chlorophyta_X,2021_11_15,18s,76.0903462063522,Subdivision,20.0
81RABR,R45_11_15_21,Chrompodellids,2021_11_15,18s,0.0045289562049935,Subdivision,20.0
81RABR,R45_11_15_21,Ciliophora,2021_11_15,18s,8.05313112622201,Subdivision,20.0
81RABR,R45_11_15_21,Discoba_X,2021_11_15,18s,0.002587974974282,Subdivision,20.0
81RABR,R45_11_15_21,Discosea_X,2021_11_15,18s,0.001293987487141,Subdivision,20.0
81RABR,R45_11_15_21,Unclassified Eukaryota,2021_11_15,18s,1.47643972282788,Subdivision,20.0
81RABR,R45_11_15_21,Fungi,2021_11_15,18s,13.9685949236871,Subdivision,20.0
81RABR,R45_11_15_21,Gyrista,2021_11_15,18s,0.267208416094616,Subdivision,20.0
81RABR,R45_11_15_21,Ichthyosporea,2021_11_15,18s,0.002587974974282,Subdivision,20.0
81RABR,R45_11_15_21,Metazoa,2021_11_15,18s,0.009057912409987,Subdivision,20.0
81RABR,R45_11_15_21,Unclassified Obazoa,2021_11_15,18s,0.0006469937435705,Subdivision,20.0
